2023-05-22 13:17:12 [main] INFO  i.m.p.TwitterToKafkaServiceApplication - Starting TwitterToKafkaServiceApplication using Java 17.0.6 with PID 11298 (/Users/macintosh/IdeaProjects/microservices-pro/twitter-to-kafka-service/target/classes started by macintosh in /Users/macintosh/IdeaProjects/microservices-pro)
2023-05-22 13:17:12 [main] INFO  i.m.p.TwitterToKafkaServiceApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-22 13:17:12 [main] INFO  i.m.p.TwitterToKafkaServiceApplication - Started TwitterToKafkaServiceApplication in 0.848 seconds (process running for 1.52)
2023-05-22 13:17:12 [main] INFO  i.m.p.TwitterToKafkaServiceApplication - App starts...
2023-05-22 13:17:12 [main] INFO  i.m.p.TwitterToKafkaServiceApplication - [Java, Microservices, Spring, Kafka, Elasticsearch]
2023-05-22 13:17:12 [main] INFO  i.m.p.TwitterToKafkaServiceApplication - Welcomes Godfred
2023-05-25 18:19:14 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sensectetuer ipsum magna Spring ipsum sed
2023-05-25 18:19:15 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum ultricies aulviner Dasse Spring Lorem Dasse Besuere
2023-05-25 18:19:16 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text elit dolor Besuere Durus porttitor Spring conque ascenes elit sed
2023-05-25 18:19:17 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere ultricies Besuere Durus porttitor sensectetuer libero Besuere Spring Dasse Lorem Dasse elit Besuere ultricies
2023-05-25 18:19:18 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes sensectetuer elit sed porttitor dolor Microservices libero dolor Dasse adipiscina Lorem
2023-05-25 18:19:19 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse libero libero ultricies libero Lorem elit Java ascenes Besuere aulviner sed libero adipiscina
2023-05-25 18:19:20 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum porttitor ipsum Besuere ascenes libero Spring Durus ipsum elit Lorem Durus
2023-05-25 18:19:21 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text magna aulviner aulviner porttitor sed Elasticsearch porttitor aulviner elit
2023-05-25 18:19:22 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Lorem Durus dolor Lorem ascenes dolor Dasse Microservices ascenes ultricies ascenes porttitor Durus
2023-05-25 18:19:23 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes porttitor aulviner porttitor Durus ascenes aulviner Java dolor ultricies elit porttitor Besuere ipsum
2023-05-25 18:19:24 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed adipiscina Dasse adipiscina Microservices sensectetuer adipiscina
2023-05-25 18:19:25 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text magna Dasse conque Besuere porttitor aulviner Java sensectetuer Besuere dolor Durus elit
2023-05-25 18:19:26 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text elit Besuere porttitor libero libero Java porttitor libero sensectetuer
2023-05-25 18:19:27 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque sed sensectetuer ultricies porttitor Durus Spring Besuere ipsum conque Durus porttitor
2023-05-25 18:19:28 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum conque Besuere elit aulviner Elasticsearch dolor Dasse aulviner
2023-05-25 18:19:29 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sensectetuer conque magna sensectetuer ultricies ultricies elit Spring dolor sensectetuer dolor ultricies adipiscina libero
2023-05-25 18:19:30 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Lorem aulviner ipsum ascenes Durus magna Microservices Durus libero Dasse dolor Lorem
2023-05-25 18:19:31 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed ultricies Lorem porttitor Spring libero Dasse
2023-05-25 18:19:32 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse dolor libero Durus sensectetuer Java Besuere porttitor dolor
2023-05-25 18:19:33 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text porttitor porttitor ascenes Besuere dolor magna magna conque Elasticsearch elit conque porttitor sensectetuer Lorem sensectetuer
2023-05-25 18:19:34 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina elit Besuere conque elit ipsum elit Spring elit ascenes Besuere libero Lorem
2023-05-25 18:19:35 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text porttitor magna elit Java ascenes libero
2023-05-25 18:19:36 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner libero conque porttitor Elasticsearch Durus ultricies
2023-05-25 18:19:37 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse sed Durus libero Lorem Spring Durus ultricies sed
2023-05-25 18:19:38 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor libero ascenes Besuere conque adipiscina aulviner Microservices adipiscina libero conque sensectetuer magna
2023-05-25 18:19:39 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere sed ascenes sensectetuer dolor Kafka Besuere dolor aulviner dolor
2023-05-25 18:19:40 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor Lorem Dasse dolor Java elit ultricies elit
2023-05-25 18:19:41 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text magna conque ultricies aulviner sed Spring ascenes dolor ascenes
2023-05-25 18:19:42 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner adipiscina libero Besuere ultricies ultricies Java sensectetuer adipiscina adipiscina ipsum
2023-05-25 18:19:43 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner libero ultricies libero Lorem libero Microservices Besuere libero Dasse ipsum
2023-05-25 18:19:44 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed adipiscina elit Lorem elit aulviner Durus sed Spring Dasse aulviner elit magna ascenes adipiscina
2023-05-25 18:19:45 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ultricies sed adipiscina conque aulviner Besuere Elasticsearch Dasse conque porttitor sed
2023-05-25 18:19:46 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sensectetuer aulviner ipsum porttitor sensectetuer adipiscina ultricies magna Microservices dolor Besuere ultricies dolor ipsum porttitor
2023-05-25 18:19:47 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text porttitor Besuere libero Besuere elit Durus Java Dasse Besuere ultricies dolor libero
2023-05-25 18:19:48 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus Besuere elit Lorem sed conque Lorem Dasse Elasticsearch aulviner aulviner elit porttitor conque adipiscina ascenes
2023-05-25 18:19:49 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text elit ipsum conque conque libero elit ipsum Kafka Dasse sensectetuer porttitor sed ultricies
2023-05-25 18:19:50 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus elit sed ascenes ultricies ascenes Spring elit sed magna ascenes
2023-05-25 18:19:51 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere ultricies ascenes Lorem magna Java ipsum elit magna dolor
2023-05-25 18:19:52 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text porttitor elit Dasse sensectetuer ascenes libero Kafka Lorem ultricies magna aulviner magna
2023-05-25 18:19:53 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed Dasse sensectetuer conque aulviner dolor ascenes libero Microservices Lorem ipsum Besuere Lorem sed dolor sensectetuer
2023-05-25 18:19:54 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere Dasse elit porttitor conque Durus dolor elit Microservices libero conque dolor magna conque Durus
2023-05-25 18:19:55 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina Lorem Dasse Durus Durus ipsum Elasticsearch Durus libero ascenes conque Dasse
2023-05-25 18:19:56 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero ipsum ipsum Lorem Dasse porttitor ascenes Microservices Durus dolor porttitor Lorem Durus elit
2023-05-25 18:19:57 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner Besuere porttitor sensectetuer conque Java ascenes sensectetuer ipsum
2023-05-25 18:19:58 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner porttitor elit conque sed Lorem adipiscina Java porttitor dolor Dasse elit porttitor
2023-05-25 18:19:59 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text elit Durus magna porttitor dolor adipiscina Dasse Spring dolor ipsum libero Dasse sed dolor
2023-05-25 18:20:00 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor ascenes libero ascenes ascenes Kafka ultricies porttitor Lorem
2023-05-25 18:20:01 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ultricies Lorem Durus sensectetuer conque aulviner Microservices Lorem Besuere Durus Durus
2023-05-25 18:20:02 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text elit elit Lorem Dasse conque adipiscina libero Microservices porttitor porttitor sed magna Dasse
2023-05-25 18:20:03 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse adipiscina ultricies Spring sensectetuer ascenes
2023-05-25 18:20:04 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere dolor libero Besuere Kafka sed ascenes aulviner
2023-05-25 18:20:05 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero Dasse libero ultricies Java adipiscina ascenes ipsum
2023-05-25 18:20:06 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina Durus elit Durus Lorem elit sed Kafka adipiscina ipsum Besuere Dasse aulviner
2023-05-25 18:20:07 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text porttitor ipsum Lorem dolor Spring porttitor porttitor
2023-05-25 18:20:08 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes Dasse sed porttitor Kafka sed Dasse
2023-05-25 18:20:09 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text porttitor ipsum ascenes libero aulviner ipsum conque libero Java sensectetuer adipiscina adipiscina ascenes magna aulviner libero
2023-05-25 18:20:10 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere libero sensectetuer elit magna libero conque Microservices adipiscina elit Besuere adipiscina Durus magna
2023-05-25 18:20:11 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus sed porttitor Lorem Lorem Besuere magna Dasse Kafka magna Besuere elit libero adipiscina Lorem Dasse
2023-05-25 18:20:12 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse Dasse sed conque Spring Durus conque Lorem
2023-05-25 18:20:13 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum porttitor Lorem Besuere Java libero dolor
2023-05-25 18:20:14 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ultricies Dasse sed Dasse Besuere porttitor sed Microservices elit adipiscina conque porttitor elit
2023-05-25 18:20:15 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner sensectetuer ascenes libero sensectetuer ipsum elit ultricies Kafka Lorem ipsum Besuere libero Durus Lorem adipiscina
2023-05-25 18:20:16 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text magna aulviner ascenes Kafka Lorem aulviner
2023-05-25 18:20:17 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum adipiscina elit Lorem Lorem Lorem dolor magna Java aulviner ultricies adipiscina ascenes Dasse conque dolor
2023-05-25 18:20:18 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text elit Lorem adipiscina Durus libero ascenes Spring porttitor aulviner dolor sed dolor
2023-05-25 18:20:19 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere Durus Lorem adipiscina Elasticsearch aulviner Besuere adipiscina
2023-05-25 18:20:20 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse Durus magna aulviner libero Microservices Besuere sed ipsum ipsum
2023-05-25 18:20:21 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor Besuere elit ipsum aulviner Dasse sensectetuer Kafka aulviner libero Durus porttitor adipiscina ultricies
2023-05-25 18:20:22 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere elit dolor adipiscina ascenes elit libero Lorem Microservices magna ultricies Durus adipiscina elit magna porttitor
2023-05-25 18:20:23 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum libero libero conque ascenes ultricies elit Dasse Kafka sensectetuer aulviner aulviner porttitor aulviner magna
2023-05-25 18:20:24 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sensectetuer Lorem ascenes porttitor ipsum Spring sed libero ascenes libero
2023-05-25 18:20:25 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina ipsum elit sed conque Elasticsearch elit ascenes porttitor
2023-05-25 18:20:26 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text magna ipsum Lorem sensectetuer sensectetuer Durus Besuere Spring magna conque sed Dasse ultricies
2023-05-25 18:20:27 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ultricies Besuere Dasse Java Lorem Dasse
2023-05-25 18:20:28 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina porttitor aulviner sensectetuer elit Elasticsearch Besuere ipsum ascenes Besuere
2023-05-25 18:20:29 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text porttitor conque ultricies elit Spring elit libero
2023-05-25 18:20:30 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text porttitor ultricies conque aulviner Besuere adipiscina ipsum Dasse Java elit conque adipiscina ipsum Dasse sed porttitor
2023-05-25 18:20:31 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed conque magna dolor sensectetuer dolor Besuere Besuere Kafka dolor sensectetuer porttitor ultricies Dasse elit
2023-05-25 18:20:32 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina Durus ipsum Dasse adipiscina Microservices elit porttitor ipsum
2023-05-25 18:20:33 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes ipsum porttitor Dasse dolor sensectetuer dolor aulviner Elasticsearch sed aulviner sensectetuer magna Lorem ascenes
2023-05-25 18:20:34 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed Dasse Besuere Elasticsearch sensectetuer adipiscina
2023-05-25 18:20:35 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text magna ipsum elit magna sensectetuer Kafka sensectetuer adipiscina Lorem adipiscina
2023-05-25 18:20:36 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina Besuere elit ascenes ascenes Microservices ipsum dolor sed
2023-05-25 18:20:37 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere dolor Lorem Durus elit adipiscina Kafka conque sed libero Dasse adipiscina
2023-05-25 18:20:38 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse Besuere conque libero Spring Dasse libero
2023-05-25 18:20:39 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus ultricies Dasse porttitor ultricies Besuere Besuere ascenes Microservices elit elit Lorem Durus sensectetuer sensectetuer
2023-05-25 18:20:40 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text magna ascenes elit Besuere magna Besuere Elasticsearch ascenes Lorem ultricies ultricies dolor
2023-05-25 18:20:41 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner dolor ipsum Kafka porttitor magna
2023-05-25 18:20:42 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum ultricies dolor Lorem Elasticsearch porttitor sensectetuer
2023-05-25 18:20:43 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes conque aulviner Dasse elit Lorem Kafka ipsum aulviner elit adipiscina elit
2023-05-25 18:20:44 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque ipsum ultricies Besuere Java libero Besuere elit
2023-05-25 18:20:45 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero ascenes sensectetuer adipiscina Lorem dolor Java libero conque ipsum Lorem porttitor
2023-05-25 18:20:47 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus magna elit porttitor Java dolor ultricies Besuere
2023-05-25 18:20:48 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque Dasse Dasse sensectetuer Kafka Durus Lorem
2023-05-25 18:20:49 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed conque Besuere porttitor Kafka magna Lorem ipsum
2023-05-25 18:20:50 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque libero dolor Java adipiscina Besuere
2023-05-25 18:20:51 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse adipiscina magna aulviner dolor Kafka aulviner elit adipiscina
2023-05-25 18:20:52 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text elit dolor magna porttitor ascenes Elasticsearch sensectetuer ipsum dolor ascenes
2023-05-25 18:20:53 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina aulviner sed dolor Lorem Lorem Besuere elit Java magna adipiscina ultricies ascenes ultricies adipiscina
2023-05-25 18:20:54 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Lorem ipsum ultricies adipiscina Besuere Microservices porttitor elit magna
2023-05-25 18:20:55 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text porttitor ascenes magna Lorem ultricies Besuere magna Java aulviner Lorem ultricies Besuere dolor
2023-05-25 18:20:56 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes elit Lorem adipiscina dolor dolor Besuere Spring ultricies ultricies magna conque sensectetuer conque
2023-05-25 18:20:57 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text porttitor Besuere ultricies ultricies Elasticsearch ascenes ultricies
2023-05-25 18:20:58 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina adipiscina libero dolor adipiscina Microservices dolor libero ipsum
2023-05-25 18:20:59 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum Durus elit dolor adipiscina adipiscina Besuere Lorem Spring porttitor ipsum dolor ultricies Dasse Besuere Dasse
2023-05-25 18:21:00 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ultricies magna Durus adipiscina ultricies Elasticsearch porttitor elit ipsum
2023-05-25 18:21:01 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero aulviner sed dolor Spring ascenes Besuere sensectetuer
2023-05-25 18:21:02 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus Lorem libero Elasticsearch ipsum ultricies
2023-05-25 18:21:03 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes Besuere dolor Durus Besuere libero ascenes Besuere Java adipiscina sed elit elit libero Dasse libero
2023-05-25 18:21:04 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero sensectetuer Lorem Lorem libero Lorem libero Spring adipiscina sensectetuer Dasse Dasse Besuere
2023-05-25 18:21:05 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text porttitor Lorem Besuere sensectetuer Java ascenes libero ultricies
2023-05-25 18:21:06 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum ascenes aulviner porttitor sed Java aulviner libero Lorem
2023-05-25 18:21:07 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ultricies elit porttitor ipsum magna Lorem aulviner Elasticsearch Besuere libero ipsum adipiscina ultricies ipsum
2023-05-25 18:21:08 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Lorem libero aulviner ultricies sensectetuer Java magna Lorem ascenes
2023-05-25 18:21:09 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero elit elit sed porttitor conque ultricies Dasse Kafka adipiscina Durus libero elit elit ascenes
2023-05-25 18:21:10 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed adipiscina dolor Dasse ascenes Java sensectetuer elit porttitor adipiscina
2023-05-25 18:21:11 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text magna dolor sensectetuer libero sensectetuer Microservices aulviner Dasse libero Besuere
2023-05-25 18:21:12 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner ipsum ascenes dolor Microservices elit ipsum
2023-05-25 18:21:13 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse dolor Lorem sed ascenes Spring adipiscina Lorem libero
2023-05-25 18:21:14 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text porttitor sensectetuer ipsum Besuere ultricies Besuere elit Spring ipsum conque dolor ascenes porttitor Besuere
2023-05-25 18:21:15 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor porttitor sensectetuer libero adipiscina magna Java sed ipsum Durus Lorem dolor
2023-05-25 18:21:16 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum elit ipsum ultricies conque Dasse Elasticsearch ultricies libero Lorem conque adipiscina
2023-05-25 18:21:17 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Lorem porttitor Lorem Elasticsearch magna aulviner
2023-05-25 18:21:18 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero ultricies porttitor magna aulviner Spring dolor elit porttitor elit
2023-05-25 18:21:19 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus elit ipsum adipiscina Microservices conque porttitor
2023-05-25 18:21:20 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere ascenes Besuere aulviner Kafka sensectetuer ascenes Besuere
2023-05-25 18:21:21 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed dolor magna dolor Java aulviner sensectetuer
2023-05-25 18:21:22 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero Besuere conque libero Dasse Lorem sensectetuer sed Elasticsearch dolor sed dolor aulviner Durus magna
2023-05-25 18:21:23 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ultricies ipsum libero ascenes conque sensectetuer Java elit Besuere ascenes Besuere adipiscina
2023-05-25 18:21:24 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text elit sensectetuer aulviner porttitor Besuere dolor ascenes Kafka adipiscina Dasse aulviner Dasse ipsum ultricies
2023-05-25 18:21:25 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Lorem sed dolor libero ascenes Spring sed conque Dasse
2023-05-25 18:21:26 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina ascenes elit sed Besuere Microservices ultricies ipsum libero
2023-05-25 18:21:27 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Lorem libero porttitor aulviner elit Microservices sed ascenes Besuere
2023-05-25 18:21:28 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text magna Durus Durus sed ipsum conque Dasse Kafka conque aulviner magna ultricies aulviner
2023-05-25 18:21:29 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed ipsum Dasse Lorem Kafka dolor elit magna
2023-05-25 18:21:30 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero aulviner libero Lorem sed ascenes Elasticsearch Lorem sed Lorem Durus magna
2023-05-25 18:21:31 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere conque ipsum porttitor elit Dasse Microservices ultricies ascenes magna ultricies adipiscina
2023-05-25 18:21:32 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum dolor ascenes Lorem elit sensectetuer adipiscina Elasticsearch Lorem Dasse Durus conque libero
2023-05-25 18:21:33 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sensectetuer Lorem conque ascenes Lorem Besuere elit elit Microservices Besuere elit Dasse ultricies Durus adipiscina
2023-05-25 18:21:34 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse magna Dasse Dasse sed libero porttitor ascenes Microservices elit elit elit ipsum conque conque
