2023-05-22 13:17:12 [main] INFO  i.m.p.TwitterToKafkaServiceApplication - Starting TwitterToKafkaServiceApplication using Java 17.0.6 with PID 11298 (/Users/macintosh/IdeaProjects/microservices-pro/twitter-to-kafka-service/target/classes started by macintosh in /Users/macintosh/IdeaProjects/microservices-pro)
2023-05-22 13:17:12 [main] INFO  i.m.p.TwitterToKafkaServiceApplication - No active profile set, falling back to 1 default profile: "default"
2023-05-22 13:17:12 [main] INFO  i.m.p.TwitterToKafkaServiceApplication - Started TwitterToKafkaServiceApplication in 0.848 seconds (process running for 1.52)
2023-05-22 13:17:12 [main] INFO  i.m.p.TwitterToKafkaServiceApplication - App starts...
2023-05-22 13:17:12 [main] INFO  i.m.p.TwitterToKafkaServiceApplication - [Java, Microservices, Spring, Kafka, Elasticsearch]
2023-05-22 13:17:12 [main] INFO  i.m.p.TwitterToKafkaServiceApplication - Welcomes Godfred
2023-05-22 21:08:22 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere Besuere magna Elasticsearch porttitor Durus
2023-05-22 21:08:23 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor ascenes magna aulviner Elasticsearch ultricies libero
2023-05-22 21:08:24 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor ipsum Lorem elit Spring ultricies porttitor aulviner
2023-05-22 21:08:25 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina sensectetuer conque aulviner magna Microservices Dasse sensectetuer Lorem porttitor
2023-05-22 21:08:26 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ultricies ipsum ultricies Besuere Dasse sensectetuer sed Durus Microservices Dasse ultricies Dasse ipsum adipiscina conque porttitor
2023-05-22 21:08:27 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed aulviner Lorem sensectetuer Microservices sensectetuer sed adipiscina
2023-05-22 21:08:28 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Lorem sensectetuer Besuere porttitor conque conque conque Spring ipsum ascenes porttitor adipiscina conque
2023-05-22 21:08:29 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed ultricies sed ascenes ipsum Kafka sensectetuer Besuere elit
2023-05-22 21:08:30 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ultricies ipsum conque libero adipiscina Dasse magna adipiscina Elasticsearch Lorem ipsum adipiscina libero Dasse ipsum
2023-05-22 21:08:31 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner dolor sensectetuer sensectetuer Microservices elit conque libero
2023-05-22 21:08:32 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque dolor aulviner Besuere ipsum ascenes sed porttitor Java magna aulviner conque ascenes adipiscina magna
2023-05-22 21:08:33 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text porttitor porttitor ipsum dolor ultricies elit Microservices sed dolor elit porttitor
2023-05-22 21:08:34 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus Besuere aulviner ipsum Besuere porttitor Spring Dasse Lorem libero Besuere elit
2023-05-22 21:08:35 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text porttitor ascenes sed dolor Durus ultricies Java Lorem libero Durus aulviner ascenes
2023-05-22 21:08:36 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque ultricies adipiscina Kafka ascenes magna
2023-05-22 21:08:37 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus ultricies Dasse adipiscina sed conque Java conque dolor conque Besuere sed
2023-05-22 21:08:38 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner porttitor Dasse elit sensectetuer Besuere Elasticsearch magna ipsum sensectetuer ultricies Dasse
2023-05-22 21:08:39 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere sed dolor elit sensectetuer Besuere ascenes Kafka aulviner Lorem adipiscina adipiscina porttitor
2023-05-22 21:08:40 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text magna aulviner elit libero Lorem Kafka Dasse Dasse adipiscina ipsum
2023-05-22 21:08:41 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ultricies dolor Dasse adipiscina Kafka elit ascenes
2023-05-22 21:08:42 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sensectetuer sed sensectetuer porttitor magna Elasticsearch ipsum libero Dasse
2023-05-22 21:08:43 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse ipsum libero magna Dasse dolor libero Spring adipiscina libero Dasse aulviner sensectetuer
2023-05-22 21:08:44 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse porttitor sed Java porttitor ultricies
2023-05-22 21:08:45 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus porttitor sensectetuer adipiscina conque aulviner Dasse Microservices elit elit sensectetuer magna magna dolor
2023-05-22 21:08:46 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque conque conque ultricies Microservices Durus ascenes conque
2023-05-22 21:08:47 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina porttitor sed Besuere dolor Spring aulviner ipsum elit
2023-05-22 21:08:48 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text elit sensectetuer magna elit ipsum Elasticsearch sensectetuer sed aulviner porttitor
2023-05-22 21:08:49 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse aulviner dolor magna Dasse Microservices conque elit elit
2023-05-22 21:08:50 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque porttitor aulviner Lorem ipsum libero Microservices elit elit Durus conque
2023-05-22 21:08:51 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum Dasse libero Durus adipiscina magna porttitor conque Spring sensectetuer porttitor ultricies Lorem porttitor Dasse
2023-05-22 21:08:52 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina Lorem sed Besuere Lorem Durus ascenes Kafka libero Besuere magna ascenes ultricies
2023-05-22 21:08:53 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina Dasse Dasse adipiscina sensectetuer sed Kafka ultricies porttitor Durus dolor libero
2023-05-22 21:08:54 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed sed Besuere ultricies conque Dasse dolor libero Java ascenes magna ascenes porttitor adipiscina elit ascenes
2023-05-22 21:08:55 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero Besuere sed magna magna Lorem ultricies Elasticsearch adipiscina Lorem ipsum Dasse sed conque
2023-05-22 21:08:56 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina libero conque ultricies conque Spring adipiscina sensectetuer sed magna
2023-05-22 21:08:57 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero magna elit elit ultricies sed Durus sensectetuer Java elit sed sed aulviner ipsum ipsum
2023-05-22 21:08:58 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere Dasse ipsum ultricies libero Microservices aulviner sed porttitor
2023-05-22 21:08:59 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text porttitor sensectetuer ascenes sed ipsum adipiscina Besuere Microservices elit Durus libero Lorem libero ipsum
2023-05-22 21:09:00 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text elit aulviner elit Durus conque Besuere elit Elasticsearch ultricies magna libero Lorem libero
2023-05-22 21:09:01 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero porttitor porttitor sed sed elit Kafka Dasse Lorem ultricies elit
2023-05-22 21:09:02 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes adipiscina aulviner elit sed Spring dolor Dasse porttitor sed
2023-05-22 21:09:03 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero magna porttitor sed Dasse Lorem magna Java libero ipsum conque sed Dasse libero
2023-05-22 21:09:04 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina libero Lorem Dasse Besuere elit Microservices porttitor libero magna Besuere
2023-05-22 21:09:05 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus ascenes conque dolor adipiscina sed dolor Java Besuere magna conque magna ipsum Lorem
2023-05-22 21:09:06 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed libero adipiscina Durus elit libero conque aulviner Kafka adipiscina Dasse adipiscina Dasse aulviner dolor adipiscina
2023-05-22 21:09:07 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse conque sed porttitor ascenes adipiscina Besuere Dasse Elasticsearch elit dolor Dasse ascenes dolor ascenes Besuere
2023-05-22 21:09:08 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Lorem aulviner aulviner ipsum dolor Dasse porttitor Kafka conque libero sed adipiscina Durus Lorem
2023-05-22 21:09:09 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text magna Besuere sed conque porttitor conque libero Kafka conque adipiscina aulviner magna Dasse
2023-05-22 21:09:10 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sensectetuer ultricies Dasse ultricies aulviner sensectetuer Kafka Durus conque ascenes adipiscina Besuere
2023-05-22 21:09:11 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere ascenes ultricies conque magna ipsum libero ipsum Kafka ultricies elit adipiscina Besuere porttitor sed elit
2023-05-22 21:09:12 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ultricies porttitor Lorem sed Microservices aulviner conque libero
2023-05-22 21:09:13 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sensectetuer Dasse Lorem conque ultricies Dasse Spring porttitor sensectetuer porttitor porttitor
2023-05-22 21:09:14 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sensectetuer adipiscina conque Java ipsum sensectetuer
2023-05-22 21:09:15 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina Dasse Lorem Elasticsearch conque Durus
2023-05-22 21:09:16 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum sensectetuer elit Microservices Dasse porttitor
2023-05-22 21:09:17 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sensectetuer elit adipiscina sed magna ascenes Spring ascenes elit dolor porttitor
2023-05-22 21:09:18 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text elit sed conque ascenes dolor magna aulviner adipiscina Kafka elit ipsum adipiscina aulviner Durus Lorem libero
2023-05-22 21:09:19 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse dolor conque dolor ascenes dolor Spring elit sed conque ascenes
2023-05-22 21:09:20 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text elit libero ultricies ultricies magna Besuere aulviner Elasticsearch aulviner ascenes aulviner Lorem conque ipsum
2023-05-22 21:09:21 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes porttitor dolor Durus Lorem Kafka dolor dolor ipsum
2023-05-22 21:09:22 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner porttitor dolor Elasticsearch dolor aulviner
2023-05-22 21:09:23 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes dolor dolor ultricies adipiscina sed Elasticsearch dolor Dasse libero libero magna
2023-05-22 21:09:24 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina aulviner porttitor conque conque Elasticsearch libero ascenes libero porttitor
2023-05-22 21:09:25 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero sed conque elit dolor adipiscina Besuere Spring ipsum ascenes sed Besuere Lorem
2023-05-22 21:09:26 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner dolor dolor Besuere ultricies Spring conque Besuere dolor sed
2023-05-22 21:09:27 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque magna ipsum Dasse Elasticsearch magna porttitor
2023-05-22 21:09:28 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina porttitor ipsum ultricies sensectetuer libero Kafka conque libero dolor Dasse Lorem
2023-05-22 21:09:29 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes libero ultricies Besuere Durus porttitor Java ipsum ultricies conque ultricies
2023-05-22 21:09:30 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sensectetuer ultricies conque Durus ultricies Dasse libero sensectetuer Java dolor sed Lorem sensectetuer ultricies magna
2023-05-22 21:09:31 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes dolor libero elit aulviner Lorem Spring ascenes elit aulviner Durus Besuere
2023-05-22 21:09:32 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sed aulviner Durus conque porttitor aulviner conque Microservices porttitor sensectetuer libero ultricies aulviner ultricies
2023-05-22 21:09:33 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text porttitor Dasse Lorem libero elit dolor Elasticsearch adipiscina elit sensectetuer Durus ipsum
2023-05-22 21:09:34 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse sed ascenes ultricies Spring sensectetuer porttitor
2023-05-22 21:09:35 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes Dasse elit porttitor elit magna Spring ascenes porttitor elit porttitor adipiscina
2023-05-22 21:09:36 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum adipiscina magna Lorem Dasse Elasticsearch libero sensectetuer sed
2023-05-22 21:09:37 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor Lorem sensectetuer Lorem Besuere Kafka ipsum ultricies aulviner magna
2023-05-22 21:09:38 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text porttitor dolor adipiscina Durus adipiscina conque dolor sensectetuer Microservices adipiscina Durus Lorem sensectetuer porttitor ascenes
2023-05-22 21:09:39 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere Durus sensectetuer Spring ultricies sensectetuer
2023-05-22 21:09:40 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere Dasse dolor dolor porttitor Java Durus Durus ultricies
2023-05-22 21:09:41 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text porttitor libero libero ultricies Spring Durus Durus
2023-05-22 21:09:42 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus adipiscina dolor Durus Kafka elit sed magna
2023-05-22 21:09:43 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes Lorem conque libero conque ascenes porttitor Java elit Durus ascenes ultricies elit conque
2023-05-22 21:09:44 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina adipiscina sensectetuer Durus sed Dasse libero Kafka aulviner elit Dasse Durus elit
2023-05-22 21:09:45 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus Lorem elit elit aulviner Kafka libero libero ipsum Dasse
2023-05-22 21:09:46 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ultricies porttitor ipsum ultricies aulviner Java elit porttitor conque Dasse
2023-05-22 21:09:47 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text magna sensectetuer dolor Durus Durus Besuere magna Java ascenes aulviner Besuere Lorem Lorem
2023-05-22 21:09:48 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum ascenes Durus adipiscina ultricies Besuere Spring ipsum porttitor Durus libero
2023-05-22 21:09:49 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum ascenes elit elit Besuere Durus Besuere Elasticsearch ultricies adipiscina Dasse sed libero elit
2023-05-22 21:09:50 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner ipsum Besuere libero porttitor Kafka Lorem ipsum ipsum
2023-05-22 21:09:51 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere conque Durus Java porttitor ipsum
2023-05-22 21:09:52 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero magna Lorem ultricies Microservices ipsum sed
2023-05-22 21:09:53 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner magna Lorem aulviner libero dolor sed libero Spring dolor sensectetuer sed elit sensectetuer dolor adipiscina
2023-05-22 21:09:54 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Lorem ipsum Besuere elit Besuere elit Microservices magna ipsum magna magna porttitor
2023-05-22 21:09:55 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor Durus adipiscina sed Java sed libero adipiscina
2023-05-22 21:09:56 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus Besuere Dasse ultricies Java Dasse Durus
2023-05-22 21:09:57 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ultricies libero sensectetuer ascenes sensectetuer Dasse porttitor conque Spring libero Dasse ultricies ultricies magna libero ipsum
2023-05-22 21:09:58 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse ultricies adipiscina libero ipsum Microservices sed ultricies adipiscina adipiscina
2023-05-22 21:09:59 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text porttitor ascenes dolor sed Dasse dolor ipsum magna Elasticsearch Lorem sed sed Durus porttitor Durus
2023-05-22 21:10:00 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner libero Durus Microservices sed ipsum
2023-05-22 21:10:01 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sensectetuer ascenes elit ascenes Lorem magna Lorem Kafka libero Durus sensectetuer adipiscina Dasse adipiscina
2023-05-22 21:10:02 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus adipiscina Besuere Java elit ultricies
2023-05-22 21:10:03 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text elit ultricies magna elit Dasse elit magna elit Java aulviner elit porttitor libero Lorem ascenes
2023-05-22 21:10:04 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina libero aulviner Lorem aulviner Microservices magna sed conque
2023-05-22 21:10:05 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner ascenes Durus elit conque conque Dasse porttitor Elasticsearch adipiscina conque ipsum Dasse Besuere elit
2023-05-22 21:10:06 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner adipiscina ipsum ipsum elit elit Besuere ascenes Kafka libero conque ipsum sed sed conque
2023-05-22 21:10:07 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor sed ultricies ultricies ascenes Java Lorem aulviner sensectetuer Besuere
2023-05-22 21:10:08 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero sed elit sed aulviner elit Microservices libero Dasse Lorem libero
2023-05-22 21:10:09 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor ultricies porttitor magna sensectetuer porttitor Java dolor Durus conque Dasse
2023-05-22 21:10:10 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner porttitor Durus sensectetuer elit Kafka ipsum magna Dasse sed
2023-05-22 21:10:11 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text conque conque adipiscina sensectetuer porttitor Durus sed Java Durus Lorem magna porttitor porttitor
2023-05-22 21:10:12 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text aulviner Durus porttitor adipiscina elit ultricies Spring sensectetuer ipsum Lorem magna conque
2023-05-22 21:10:13 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text elit conque libero Dasse conque dolor magna conque Elasticsearch magna Dasse elit adipiscina conque porttitor dolor
2023-05-22 21:10:14 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text adipiscina Durus Dasse Lorem conque Durus aulviner Microservices ascenes sensectetuer ipsum dolor aulviner
2023-05-22 21:10:15 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere elit ascenes Lorem adipiscina porttitor sensectetuer adipiscina Spring Lorem sed ipsum Dasse aulviner porttitor
2023-05-22 21:10:16 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus ipsum sensectetuer ipsum magna ipsum conque Elasticsearch libero dolor Durus porttitor sed
2023-05-22 21:10:17 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse elit adipiscina adipiscina magna Elasticsearch aulviner Dasse ascenes
2023-05-22 21:10:18 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ultricies dolor dolor sensectetuer ultricies ascenes Lorem Kafka ascenes adipiscina conque aulviner dolor sensectetuer
2023-05-22 21:10:19 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor sensectetuer Durus elit Durus Spring adipiscina magna magna Dasse
2023-05-22 21:10:20 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes sensectetuer dolor libero Microservices ipsum aulviner
2023-05-22 21:10:21 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Lorem Lorem Dasse aulviner aulviner adipiscina Lorem Kafka Lorem elit sensectetuer Besuere elit
2023-05-22 21:10:22 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse Besuere ipsum ultricies Java Lorem dolor
2023-05-22 21:10:23 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere ipsum adipiscina ipsum Durus elit Java dolor libero ultricies elit conque
2023-05-22 21:10:24 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text porttitor porttitor Lorem Lorem porttitor ascenes Spring sensectetuer magna elit sed Dasse
2023-05-22 21:10:25 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text libero ascenes Durus sensectetuer aulviner Microservices Dasse elit ipsum
2023-05-22 21:10:26 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Lorem Besuere sed Spring ascenes adipiscina
2023-05-22 21:10:27 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text magna Durus Dasse elit ipsum ultricies ultricies Microservices Besuere ultricies sensectetuer dolor Besuere
2023-05-22 21:10:28 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Durus Dasse Lorem ultricies Durus ascenes libero libero Kafka dolor sensectetuer Durus dolor ascenes Lorem porttitor
2023-05-22 21:10:29 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Besuere sensectetuer Lorem Elasticsearch porttitor elit
2023-05-22 21:10:30 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor ipsum libero ultricies adipiscina Spring libero conque sed
2023-05-22 21:10:31 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text dolor libero porttitor aulviner aulviner Durus sensectetuer Dasse Microservices ultricies conque Dasse libero ascenes conque
2023-05-22 21:10:32 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sensectetuer dolor porttitor Lorem elit ascenes ipsum Dasse Microservices libero ipsum conque sensectetuer ascenes dolor Lorem
2023-05-22 21:10:33 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes Lorem porttitor Spring libero libero
2023-05-22 21:10:34 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum Dasse magna aulviner Kafka libero Lorem
2023-05-22 21:10:35 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum conque adipiscina sensectetuer Dasse Elasticsearch dolor Durus dolor
2023-05-22 21:10:36 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text sensectetuer libero sed ultricies sed Dasse Java adipiscina Dasse dolor porttitor conque
2023-05-22 21:10:37 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ascenes Besuere ipsum libero adipiscina sed ultricies Microservices ultricies adipiscina magna Durus sed
2023-05-22 21:10:38 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text Dasse adipiscina porttitor elit ascenes aulviner Elasticsearch aulviner sed Dasse elit
2023-05-22 21:10:39 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text elit sed aulviner magna porttitor Durus porttitor Elasticsearch ipsum porttitor Dasse sensectetuer ipsum
2023-05-22 21:10:40 [pool-2-thread-1] INFO  i.m.p.l.TwitterKafkaStatusListener - Twitter status with text ipsum aulviner elit porttitor magna ultricies Lorem magna Elasticsearch Durus sensectetuer porttitor Durus Dasse Durus dolor
